itr_num, Layer_Name, Process_Name, Log_Prompt,11,Physical Layer,ReadSensor,Sensor read has been done,1
5,Cloud Layer,SendTriggerToActuator,Trigger actuator has been sent to Edge layer,5
5,Physical Layer,ReadSensor,Sensor read has been done,5
5,Edge Layer,CollectSensorData,Sensor Data has been collected,5
5,Physical Layer,SendSensorDataToEdge,Sensor data has been sent to Edge,5
5,Edge Layer,CleaningSensorData,Sensor Data has been Cleaned,5
5,Edge Layer,AggregateSensorData,Sensor Data has been Aggregated,5
5,Edge Layer,SendSensorDataToCloud,Sensor Data has been sent to cloud,5
5,Cloud Layer,ReceivedSensorData,ReceivedSensorData from Edge layer,5
5,Cloud Layer,FeedSensorDataToMLModel,SensorData has been fed to ML model,5
5,Cloud Layer,ExecuteMLModel,MLModel has been executed,5
5,Cloud Layer,GetMLModelPrediction,GetMLModelPrediction,5
5,Cloud Layer,DecidetoTriggerActuator,DecidetoTriggerActuator,5
5,Physical Layer,ReadSensor,Sensor read has been done,5
5,Edge Layer,CollectSensorData,Sensor Data has been collected,5
5,Physical Layer,SendSensorDataToEdge,Sensor data has been sent to Edge,5
5,Edge Layer,CleaningSensorData,Sensor Data has been Cleaned,5
5,Physical Layer,ReadSensor,Sensor read has been done,5
5,Physical Layer,SendSensorDataToEdge,Sensor data has been sent to Edge,5
5,Edge Layer,CollectSensorData,Sensor Data has been collected,5
5,Edge Layer,CleaningSensorData,Sensor Data has been Cleaned,5
5,Edge Layer,AggregateSensorData,Sensor Data has been Aggregated,5
5,Edge Layer,SendSensorDataToCloud,Sensor Data has been sent to cloud,5
5,Cloud Layer,ReceivedSensorData,ReceivedSensorData from Edge layer,5
5,Cloud Layer,FeedSensorDataToMLModel,SensorData has been fed to ML model,5
5,Cloud Layer,ExecuteMLModel,MLModel has been executed,5
5,Physical Layer,ReadSensor,Sensor read has been done,5
5,Edge Layer,CollectSensorData,Sensor Data has been collected,5
5,Physical Layer,SendSensorDataToEdge,Sensor data has been sent to Edge,5
5,Edge Layer,CleaningSensorData,Sensor Data has been Cleaned,5
5,Edge Layer,AggregateSensorData,Sensor Data has been Aggregated,5
5,Edge Layer,SendSensorDataToCloud,Sensor Data has been sent to cloud,5
5,Cloud Layer,ReceivedSensorData,ReceivedSensorData from Edge layer,5
5,Cloud Layer,FeedSensorDataToMLModel,SensorData has been fed to ML model,5
5,Cloud Layer,ExecuteMLModel,MLModel has been executed,5
5,Cloud Layer,GetMLModelPrediction,GetMLModelPrediction,5
5,Cloud Layer,DecidetoTriggerActuator,DecidetoTriggerActuator,5
5,Edge Layer,SendTriggerToActuator,Trigger actuator has been sent to physical layer,5,Physical Layer,TriggerActuatorToActivate,Activate Trigger,6
6,Physical Layer,ReadSensor,Sensor read has been done,6
6,Physical Layer,SendSensorDataToEdge,Sensor data has been sent to Edge,6
6,Edge Layer,CollectSensorData,Sensor Data has been collected,6
6,Edge Layer,CleaningSensorData,Sensor Data has been Cleaned,6
6,Physical Layer,ReadSensor,Sensor read has been done,6
6,Edge Layer,CollectSensorData,Sensor Data has been collected,6
6,Physical Layer,SendSensorDataToEdge,Sensor data has been sent to Edge,6
6,Edge Layer,CleaningSensorData,Sensor Data has been Cleaned,6
6,Edge Layer,AggregateSensorData,Sensor Data has been Aggregated,6
6,Edge Layer,SendSensorDataToCloud,Sensor Data has been sent to cloud,6
6,Cloud Layer,ReceivedSensorData,ReceivedSensorData from Edge layer,6
6,Cloud Layer,FeedSensorDataToMLModel,SensorData has been fed to ML model,6
6,Cloud Layer,ExecuteMLModel,MLModel has been executed,6
6,Physical Layer,ReadSensor,Sensor read has been done,6
6,Edge Layer,CollectSensorData,Sensor Data has been collected,6
o Edge,6
6,Edge Layer,CleaningSensorData,Sensor Data has been Cleaned,6
6,Edge Layer,AggregateSensorData,Sensor Data has been Aggregated,6
6,Edge Layer,SendSensorDataToCloud,Sensor Data has been sent to cloud,6
6,Cloud Layer,ReceivedSensorData,ReceivedSensorData from Edge layer,6
6,Cloud Layer,FeedSensorDataToMLModel,SensorData has been fed to ML model,6
6,Cloud Layer,ExecuteMLModel,MLModel has been executed,6
6,Cloud Layer,GetMLModelPrediction,GetMLModelPrediction,6
6,Cloud Layer,DecidetoTriggerActuator,DecidetoTriggerActuator,6
6,Physical Layer,ReadSensor,Sensor read has been done,6
6,Physical Layer,SendSensorDataToEdge,Sensor data has been sent to Edge,6
6,Edge Layer,CollectSensorData,Sensor Data has been collected,6
6,Edge Layer,CleaningSensorData,Sensor Data has been Cleaned,6
6,Physical Layer,ReadSensor,Sensor read has been done,6
6,Physical Layer,SendSensorDataToEdge,Sensor data has been sent to Edge,6
6,Edge Layer,CleaningSensorData,Sensor Data has been Cleaned,6
6,Edge Layer,AggregateSensorData,Sensor Data has been Aggregated,6
6,Edge Layer,SendSensorDataToCloud,Sensor Data has been sent to cloud,6
6,Cloud Layer,ReceivedSensorData,ReceivedSensorData from Edge layer,6
6,Cloud Layer,FeedSensorDataToMLModel,SensorData has been fed to ML model,6
